,Sentiment,Score,Tweet
46,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
47,Positive,0.6,My answer to Will Joe Biden or Bernie Sanders win the 11th Democratic Presidential Primary Debate in Phoenix AZ on
48,Neutral,0.05,The Pirates apparently have hired Bernie Sanders as director of ticket sales
49,Neutral,0,Elizabeth Warren s exit interview is a warning for the dirtbag left via
50,Neutral,0,Bernie Sanders in 1995 calling out a homophobe in front of congress
51,Neutral,0,Bernie is a Trump surrogate
52,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
53,Positive,0.255555555555556,easley The age gap is really something 70 of Democratic primary voters ages 45 and older are backing Biden
54,Positive,0.5,Hello there is your unroll Thread by 1 One of the most vile attacks on this week ca
55,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
56,Neutral,0.0666666666666667,i have to be honest the thing i like the least about bernie sanders is that he is running as a democrat and i have spent my en
57,Neutral,0.0416666666666667,In the past 24 hours Nazis threatened Bernie Sanders with a swastika at his rally and a rich white Biden surrogate patro
58,Negative,-0.0833333333333333,I m a grown a all the way Black woman Bernie Sanders National Co Chair explains why sometimes white liberal
59,Negative,-0.166666666666667,Dear Bernie black voters propelled Biden comeback and they re not elite or establishment Bernie Sanders is marginal
60,Neutral,0,Bernie is a Trump surrogate
61,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
62,Positive,0.6,Sen Bernie Sanders is running on a platform of free health insurance and free college but the places he s doing best hav
63,Negative,-1,A man protests Bernie Sanders at a rally by unfurling a Nazi flag and this is how the Hill tweets it Disgusting https
64,Neutral,0,under a bernie sanders presidency we will abolish cover letters
65,Neutral,0.05,Bernie Sanders appeals to the many who think that for various reasons the world just is not fair To fix that he is going to
66,Negative,-0.105555555555556,Donald Trump attacking Joe Biden on his belief of cutting Social Security and Medicare is exactly why we can t have Biden a
67,Neutral,0,So tonight a Trumper waved a Nazi flag at a Bernie rally a Biden spokeswoman whitesplained MLK to Nina Turner on CNN an
68,Positive,0.25,Numerous prominent Bernie Sanders supporters have been claiming for three days now with zero proof that Biden has dementia
69,Neutral,0,The man who unfurled a Nazi flag at the Bernie Sanders rally in Arizona yesterday is Robert Sterkeson a neo Nazi who lives
70,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
71,Negative,-0.166666666666667,Dear Bernie black voters propelled Biden comeback and they re not elite or establishment Bernie Sanders is marginal
72,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
73,Positive,0.416666666666667,WASHINGTON AP AP count shows Joe Biden has won more delegates than Bernie Sanders on Super Tuesday
74,Neutral,0,The man who unfurled a Nazi flag at the Bernie Sanders rally in Arizona yesterday is Robert Sterkeson a neo Nazi who lives
75,Negative,-0.0416666666666667,Bernie Sanders and Joe Biden are two sides of the same extreme coin They both support making American families and work
76,Neutral,0,Last night a Nazi unfurled a swastika against a Jewish candidate for president Please never ever ever again lecture
77,Negative,-0.0222222222222222,I m a 29 year old black woman who cares about m4a education childcare and stronger safety nets for every American I s
78,Neutral,0,Exclusive For Bernie Sanders his 1988 trip to the Soviet Union was an effort to build diplomatic ties For the Soviets it w
79,Neutral,0,Bernie is a Trump surrogate
80,Positive,0.285714285714286,That s right I want to see the men endorse embrace amp uplift plans every chance they get
81,Positive,0.45,This is the most important US election in history It is irresponsible amp unconscionable that he s putting himself and the
82,Neutral,0,Kamala Harris supporters didn t attack people online Elizabeth Warren supporters didn t attack people online Joe Biden
83,Positive,0.3,Joe Biden is a socialist Bernie Sanders is a communist President Trump is a freedom loving American capitalist A
84,Neutral,0,Let s not forget that just recently compared Bernie Sanders to Hitler on television The media i
85,Positive,0.7,Good article in my unsolicited opinion should do a speech from the depth of his heart about who h
86,Negative,-0.0833333333333333,Jadakiss is currently talking about the phenomenon where people are buying less Corona beer because of the coronavirus
87,Negative,-0.133333333333333,Bloomberg staffers told me about the grifts they ran which included actively campaigning for Bernie Sanders faking c
88,Positive,0.433333333333333,In honor of the Bernie Sanders rally today in Phoenix I m posting this video again on how to make Easy cash Money S
89,Neutral,0,UPDATE Bernie Sanders responds to the anti Semitic attack on him where a man unfurled a Nazi flag in his rally He says
90,Positive,0.25,A Nazi flag was waved during Bernie Sanders rally in Arizona It doesn t surprise me This is exactly what Bernie Sand
91,Neutral,0.0833333333333333,Over the past decade Elizabeth Warren became a hero to me and helped shape my political point of view I sincerely feel the
92,Positive,0.5,This is what Bernie Sanders means when he says the wealthy are not paying their share
93,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
94,Positive,0.6,If wanted to watch 700 million dollars of his own money evaporate he could have spared himself the humili
95,Neutral,0,As of this writing neither CNN nor MSNBC has mentioned that a Nazi unfurled a swastika flag at a Bernie Sanders rally
96,Neutral,0,The man who unfurled a Nazi flag at the Bernie Sanders rally in Arizona yesterday is Robert Sterkeson a neo Nazi who lives
97,Negative,-0.166666666666667,Dear Bernie black voters propelled Biden comeback and they re not elite or establishment Bernie Sanders is marginal
98,Neutral,0.2,TOMORROW The 2020 Democrat race is now between Joe Biden and Bernie Sanders and President Trump is ready to take one of
99,Neutral,0,why Tyler The Creator made a Bernie Sanders Loves Niggas t shirt
100,Negative,-0.5,I m sorry you feel slighted by Bernie s 2016 campaign He did dropout and campaign for Hi
101,Negative,-0.166666666666667,Dear Bernie black voters propelled Biden comeback and they re not elite or establishment Bernie Sanders is marginal
102,Positive,0.5,1 One of the most vile attacks on this week came from the men at Bernie Sanders favorite socialist podcast Chapo
103,Negative,-0.133333333333333,Last night someone unfurled a Nazi flag behind Bernie Sanders a Jewish man whose family was murdered in the Holocaust This
104,Positive,0.416666666666667,AP AP count shows Joe Biden has won more delegates than Bernie Sanders on Super Tuesday
105,Neutral,0.0333333333333333,Are Biden and Sanders using facts to argue about Social Security and Medicare via
106,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
107,Negative,-0.133333333333333,Bloomberg staffers told me about the grifts they ran which included actively campaigning for Bernie Sanders faking c
108,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
109,Positive,0.5,Sanders said he s seen plenty of protesters at his events many of them Trump supporters but this was something differe
110,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
111,Positive,0.5,Sanders said he s seen plenty of protesters at his events many of them Trump supporters but this was something differe
112,Neutral,0.0833333333333333,Over the past decade Elizabeth Warren became a hero to me and helped shape my political point of view I sincerely feel the
113,Positive,0.25,It s funny how everything the Communist Democrats call President Trump THEY end up being We n
114,Neutral,0.2,TOMORROW The 2020 Democrat race is now between Joe Biden and Bernie Sanders and President Trump is ready to take one of
115,Positive,0.25,A Nazi flag was waved during Bernie Sanders rally in Arizona It doesn t surprise me This is exactly what Bernie Sand
116,Neutral,0,JOE People Voted For You Only Because They Rejected SOCIALISM COMMUNISM BERNIE SANDERS Get Over Yours
117,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
118,Neutral,0,Hillary is now on Hulu It covers everything from Monica Lewinsky to Bernie Sanders to Donald Trump
119,Negative,-0.3125,Margolin Why does TV media endlessly talk about how Bernie supporters are mean on twitter but turn a blind eye when a literal N
120,Negative,-0.107407407407407,can you imagine the reaction from the media if one of Bernie Sanders white surrogates shouted down a Black woman from
121,Neutral,0,If the National Organization of Women is encouraging Elizabeth Warren not to support Bernie Sanders but has no issue with J
122,Positive,0.25,I have a lot of Bernie Sanders supporting friends who believe the mainstream media is anti Sanders How do you think w
123,Positive,0.285714285714286,That s right I want to see the men endorse embrace amp uplift plans every chance they get
124,Neutral,0,The man who unfurled a Nazi flag at the Bernie Sanders rally in Arizona yesterday is Robert Sterkeson a neo Nazi who lives
125,Neutral,0,supporters flying above the Bernie Sanders rally in Phoenix Arizona earlier today in a Trump2020 helo
126,Neutral,0.1,Bernie Sanders has a ton of young supporters but they don t always vote USA TODAY Washington Bureau Chief Susan Page explai
127,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
128,Neutral,0,I will be voting for and Bernie Sanders for President The soul of the Democratic Party is found in fighting for the righ
129,Neutral,0.15,hi are you for bernie sanders do you speak Arabic or Farsi would you like an exciting last minute trip to Michigan th
130,Neutral,0,Bernie Sanders in 1995 calling out a homophobe in front of congress
131,Neutral,0,Can someone explain to me why the media won t call this swastika waving man a neo Nazi Even calling him a white nation
132,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
133,Neutral,0,why Tyler The Creator made a Bernie Sanders Loves Niggas t shirt
134,Positive,0.5,Sanders said he s seen plenty of protesters at his events many of them Trump supporters but this was something differe
135,Negative,-0.0416666666666667,Bernie Sanders and Joe Biden are two sides of the same extreme coin They both support making American families and work
136,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
137,Positive,0.416666666666667,BREAKING AP count shows Joe Biden has won more delegates than Bernie Sanders on Super Tuesday
138,Negative,-0.0222222222222222,I m a 29 year old black woman who cares about m4a education childcare and stronger safety nets for every American I s
139,Neutral,0,Bernie Sanders owns 3 houses The U S population is 327 million He could have given each American 1 house and still have ho
140,Neutral,0,Candidates must have received 20 of the total awarded delegates as of the next debate which will be on March 15 in Phoeni
141,Neutral,0,Clinton seemed to have a blast on Andy Cohen s talk show dishing about sipping roadies in her motorcade skinny dipping
142,Neutral,0.0833333333333333,Over the past decade Elizabeth Warren became a hero to me and helped shape my political point of view I sincerely feel the
143,Neutral,0.1,Owen Poll Will young people vote for Bernie Sanders Please retweet
144,Positive,0.285714285714286,That s right I want to see the men endorse embrace amp uplift plans every chance they get
145,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
146,Negative,-0.714285714285714,bernie sanders makes me sick
147,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
148,Neutral,0,tomorrow is bernie sanders day at the park he gets to walk around by himself all day and eat churros
149,Neutral,0,Nazi flag at a Bernie Sanders rally in Arizona you arr a Communist sympathizer and a disgrace to the office
150,Positive,0.5,Sanders said he s seen plenty of protesters at his events many of them Trump supporters but this was something differe
151,Neutral,0,The man who unfurled a Nazi flag at the Bernie Sanders rally in Arizona yesterday is Robert Sterkeson a neo Nazi who lives
152,Negative,-0.166666666666667,Dear Bernie black voters propelled Biden comeback and they re not elite or establishment Bernie Sanders is marginal
153,Positive,0.5,there s a cute guy working at this restaurant and he looks like he d like bernie sanders
154,Neutral,0.136363636363636,crat 1 Bernie RIPS Biden On Trade In New Michigan Ad Watch Joe Biden never saw a working class de
155,Negative,-0.5,joker is a communist psyop but bernie is a fake revolutionary lmfao
156,Positive,0.25,I d respect Bernie more if he had actual legislation to point to for all his yea
157,Positive,0.25,Numerous prominent Bernie Sanders supporters have been claiming for three days now with zero proof that Biden has dementia
158,Positive,0.25,if Joe Biden is the nominee he will overwhelmingly lose to Trump He ll lose the same places Hillary Clinton did but by bi
159,Negative,-0.4,Except it did happen Don t buy the false narrative being propagandize by msm The votes are still bein
160,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
161,Neutral,0.05,Bernie Sanders appeals to the many who think that for various reasons the world just is not fair To fix that he is going to
162,Neutral,0.0833333333333333,Over the past decade Elizabeth Warren became a hero to me and helped shape my political point of view I sincerely feel the
163,Neutral,0,BERNIE SANDERS HAS A NED FUNKO POP IN HIS HOUSE
164,Negative,-0.241666666666667,The Canary In The Coal Mine is The African American Voting Base AND The Black Community JUST DOESN T TRUS
165,Neutral,0.0814814814814815,Trump vs Sanders A Concise Comparison for Voters and Why Bernie Wins Hands Down
166,Negative,-0.5,Dismissing someone raising a Nazi flag at a Bernie Sanders rally is a weird hill to die on but go off
167,Positive,0.392857142857143,I love how Bernie Sanders is in Michigan right now talking about NAFTA But he s crickets about our Governor our forme
168,Positive,0.5,Sanders said he s seen plenty of protesters at his events many of them Trump supporters but this was something differe
169,Neutral,0.0681818181818182,NEW Former Speaker of the House of Commons John Bercow has endorsed Bernie Sanders for President of the United State
170,Positive,0.233333333333333,Mr Sanders never makes you feel like you re good enough to be in the room with him one former aide said
171,Positive,0.285714285714286,That s right I want to see the men endorse embrace amp uplift plans every chance they get
172,Neutral,0,Hillary Clinton revealed on WWHL that Bernie Sanders has not been in touch with her during his current Democratic campaign
173,Neutral,0,Kamala Harris supporters didn t attack people online Elizabeth Warren supporters didn t attack people online Joe Biden
174,Negative,-0.3,Bernie Sanders is hosting a discussion in Detroit with workers impacted by destructive corporate trade deals Joe Biden vote
175,Positive,0.366666666666667,just to be clear here it s ok for a prominent liberal commentator and supporter of presidential candidates like
176,Positive,0.5,I love my son John but I am endorsing Bernie Sanders because I view Trumpism as an emergency which requires a commensurate
177,Negative,-0.0416666666666667,Bernie Sanders and Joe Biden are two sides of the same extreme coin They both support making American families and work
178,Neutral,0.2,pls if you really think Bernie Sanders raising the minimum wage is going to fix anything don t vote and go take an econom
179,Positive,0.25,Elizabeth Warren was my first choice I voted for her I went to her rallies I volunteered for her campaign I m hear
180,Positive,0.4,To be honest Bernie Sanders doesn t really know to how to run a campaign well
181,Positive,0.45,If MSM reported fairly they would sound like this Joe Biden and Bernie Sanders will be 80 during their first year in of
182,Positive,0.25,Beautifully written article highlighting the amazing qualities of It s too bad all these articles spou
183,Neutral,0,Bernie Sanders rape fantasy essay explained
184,Negative,-0.1,Just a few moments ago was announced that Bernie Sanders campaign will be partnering with Fox News for a town hall next week
185,Positive,0.25,Elizabeth Warren was my first choice I voted for her I went to her rallies I volunteered for her campaign I m hear
186,Neutral,0.05,TV news has completely ignored a white supremacist unfurling a Nazi flag and shouting slurs to try to interrupt a Bernie Sanders
187,Negative,-0.575,Bernie Sanders said in an interview that Joe Biden could beat Trump Fuck that I m sorry but that is a stupid fucking
188,Neutral,0.15,Bernie Sanders promises to back Joe Biden if he wins the nomination
189,Positive,0.35,If America won t elect a woman president yet which seems evident it s up to men to help prepare it for female leadership
190,Positive,0.25,Numerous prominent Bernie Sanders supporters have been claiming for three days now with zero proof that Biden has dementia
191,Neutral,0,the reason MSNBC isn t talking about the antisemitic attack at the Bernie Sanders rally is because they have producers
192,Positive,0.8,Post Warren Poll Shows Joe Biden Taking 16 Point Lead over Sanders Nationally THIS IS GREAT CAU
193,Neutral,0.0681818181818182,NEW Former Speaker of the House of Commons John Bercow has endorsed Bernie Sanders for President of the United State
194,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
195,Negative,-1,Bernie Sanders is not my candidate But this protester who showed up to Bernie s rally with a Nazi flag is a disgusting
196,Negative,-0.25,JOE BIDEN Tale Of The Tape A man Who is clearly past his prime amp way out of touch Jesus hasn t America got
197,Positive,0.4,Sanders is losing the Democratic primary in great part because he would not could not reach out to the moderate 2 3 of the p
198,Neutral,0.194444444444444,Usually neo Nazis hide in the shadows But today it seems they are emerging with more bold maneuvers
199,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
200,Positive,0.5,Sanders said he s seen plenty of protesters at his events many of them Trump supporters but this was something differe
201,Positive,0.35,If America won t elect a woman president yet which seems evident it s up to men to help prepare it for female leadership
202,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
203,Neutral,0,How Russia Is Trying To Boost Bernie Sanders Campaign
204,Positive,0.5,1 One of the most vile attacks on this week came from the men at Bernie Sanders favorite socialist podcast Chapo
205,Neutral,0,supporters flying above the Bernie Sanders rally in Phoenix Arizona earlier today in a Trump2020 helo
206,Positive,0.25,The smartest thing Bernie s campaign did was market him by his first name In the world of Warren Biden and Trump Berni
207,Neutral,0,These repeated Nazi attacks the death threats swastikas smashed windows have not received one iota of the covera
208,Neutral,0.0681818181818182,NEW Former Speaker of the House of Commons John Bercow has endorsed Bernie Sanders for President of the United State
209,Neutral,0,suze There you go Bernie is conceding
210,Positive,0.583333333333333,Socialism has never been successful in our country We Won t Elect Socialist Bernie Sanders We re ready to re ele
211,Neutral,0,The man who unfurled a Nazi flag at the Bernie Sanders rally in Arizona yesterday is Robert Sterkeson a neo Nazi who lives
212,Negative,-0.5,Obama warning against fake populists praising Sanders Have they been on the front lines working on behalf of working
213,Positive,0.416666666666667,WASHINGTON AP AP count shows Joe Biden has won more delegates than Bernie Sanders on Super Tuesday
214,Neutral,0,Bernie Sanders Says Joe Biden Could Beat Donald Trump in 2020 Bloomberg
215,Neutral,0,Just pointing out that Bernie Sanders voted against background checks on guns and for knobheads like this but tha
216,Positive,0.5,Admittedly I didn t start the cycle here TeamWarren all day but our members want to fight for a better country and to u
217,Neutral,0,Somebody bought him another house already
218,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
219,Negative,-0.266666666666667,Horrifying Last night a man brandished a Nazi flag at a Bernie Sanders rally in Arizona It s a clear attack on the on
220,Positive,1,Bernie Sanders Best Quality Is That He s Disposable via
221,Positive,0.8,I m really proud of Democrats We ve got Trump trying to divide us We ve got Bernie Sanders trying to divide us
222,Negative,-0.35,Bernie meant to use a Russian flag This is absolutely abhorrent Nazi flag at Sanders rally sparks outcry concerns
223,Neutral,0,here are some folks who haven t condemned the death threat made by neo nazis to bernie sanders yesterday pls to the list
224,Negative,-0.3,Nancy Pelosi said that anybody can beat Trump I know at least two guys that can t Joe Biden and Bernie Sanders
225,Neutral,0,Kamala Harris supporters didn t attack people online Elizabeth Warren supporters didn t attack people online Joe Biden
226,Neutral,0,Donald Trump and Bernie Sanders are a menace to democracy
227,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
228,Neutral,0,How Russia Is Trying To Boost Bernie Sanders Campaign
229,Neutral,0.065,I would vote for Bernie Sanders even if I were not a socialist Defeating Donald Trump is essential and Joe Biden is very clear
230,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
231,Positive,0.3,Joe Biden is a socialist Bernie Sanders is a communist President Trump is a freedom loving American capitalist A
232,Positive,0.392857142857143,I love how Bernie Sanders is in Michigan right now talking about NAFTA But he s crickets about our Governor our forme
233,Neutral,0,Announced my support for Warren to Sanders today and have been welcomed with open arms The narrative of that Bernie suppo
234,Neutral,0.0729166666666667,Post Super Tuesday Bernie Sanders opens himself up a little bit and holds a roundtable in Detroit Michigan The parti
235,Positive,0.25,Numerous prominent Bernie Sanders supporters have been claiming for three days now with zero proof that Biden has dementia
236,Neutral,0,The man who unfurled a Nazi flag at the Bernie Sanders rally in Arizona yesterday is Robert Sterkeson a neo Nazi who lives
237,Neutral,0,Bernie Sanders is holding a roundtable in Detroit on the issue of trade and Sanders is taking every opportunity to hit Joe
238,Neutral,0.1,revan Bernie Sanders Keeps Talking About Support From Young People But They re Not Showing Up To Vote They never do Democrat
239,Positive,0.214285714285714,Who knows but you are certainly weaponizing it Incidentally care to comment on Bernie Sanders statement that all d
240,Neutral,0,zucman Bernie Sanders s tax proposals Big tax cut for the bottom 90 when treating current health insurance premiums as
241,Neutral,0,Kamala Harris supporters didn t attack people online Elizabeth Warren supporters didn t attack people online Joe Biden
242,Neutral,0,CHAPO is a f king Podcast Not a campaign surrogate They speak for themselves amp their show Not Bernie Sanders
243,Neutral,0,on MSNBC they are currently replaying the clip of Elizabeth Warren talking about Bernie Sanders s online supporters it
244,Negative,-1,Nazi flag waved by a man at a Bernie Sanders event sparks outcry Terribly disgusting acti
245,Negative,-1,Bernie Sanders is not my candidate But this protester who showed up to Bernie s rally with a Nazi flag is a disgusting
246,Neutral,0.2,TOMORROW The 2020 Democrat race is now between Joe Biden and Bernie Sanders and President Trump is ready to take one of
247,Positive,0.5,That mayor is Bernie Sanders amp the story of his 1988 trip 2Soviet Union been told before many details of Mr Sanders s
248,Neutral,0,here are some folks who haven t condemned the death threat made by neo nazis to bernie sanders yesterday pls to the list
249,Negative,-0.188095238095238,Nazi flags are symbols of pure hate and have no place anywhere in America much less in a rally for a Jewish presidential ca
250,Neutral,0,The man who unfurled a Nazi flag at the Bernie Sanders rally in Arizona yesterday is Robert Sterkeson a neo Nazi who lives
251,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
252,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
253,Negative,-0.133333333333333,Bloomberg staffers told me about the grifts they ran which included actively campaigning for Bernie Sanders faking c
254,Positive,0.392857142857143,I love how Bernie Sanders is in Michigan right now talking about NAFTA But he s crickets about our Governor our forme
255,Neutral,0,No matter who you support for president we all need to condemn this hateful display of a Nazi flag at last night s Bernie S
256,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
257,Negative,-0.333333333333333,Another of Bernie Sanders failed attempts at Black outreach
258,Negative,-1,Bernie Sanders is not my candidate But this protester who showed up to Bernie s rally with a Nazi flag is a disgusting
259,Neutral,0.15,The ideology of Bernie Sanders has killed more people than the ideology on that flag Neither should be in America https
260,Neutral,0.1,It s surreal isn t it that people are doing these kinds of acrobatics to support Joe Biden or rather excuse me
261,Positive,0.3,hw SAM This incident proves that the forces ranged against Bernie Sanders are using antisemitism as a means of inciting h
262,Neutral,0.183333333333333,Get real Bernie Sanders and Joe Biden spar over who s more likely to cut Social Security
263,Neutral,0,Enough Demand both Bernie and Biden pledge to pick a woman VP and should refuse
264,Neutral,0,Remember WHY you re in this fight oh and just TRY not to cry This Cornel West Bernie Sanders AD will MOVE
265,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
266,Negative,-0.4,Guess who will be receiving armed secret service protection Joe Biden amp Bernie Sanders Guess who doesn t believe you
267,Neutral,0,As of this writing neither CNN nor MSNBC has mentioned that a Nazi unfurled a swastika flag at a Bernie Sanders rally
268,Neutral,0.138095238095238,Bernie Sanders has mobilized a large number of young people these young people who are saying Look
269,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
270,Neutral,0,Sen Bernie Sanders cancels get out the vote rally scheduled for downtown on Monday
271,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
272,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
273,Positive,0.416666666666667,WASHINGTON AP AP count shows Joe Biden has won more delegates than Bernie Sanders on Super Tuesday
274,Neutral,0.112121212121212,Bernie Sanders Medicare for All policy would likely increase wages and create jobs new economic analysis shows
275,Positive,0.416666666666667,WASHINGTON AP AP count shows Joe Biden has won more delegates than Bernie Sanders on Super Tuesday
